,crop,Soil_Type,Pesticide_Use_Category,Season,rainfall,Crop_Damage
11156,0,1,Lamba-Cyhalothrin,1,147,86
11157,1,1,Amidosulfuron,3,192,95
11158,0,0,Amidosulfuron,3,227,82
11159,0,1,Amidosulfuron,2,272,98
11160,0,1,Lamba-Cyhalothrin,1,120,90
11161,0,1,Lamba-Cyhalothrin,3,261,97
11162,1,1,Chlormequat,3,64,96
11163,0,0,Amidosulfuron,3,91,89
11164,1,1,Amidosulfuron,2,294,91
11165,1,0,Chlormequat,2,234,94
11166,0,1,Lamba-Cyhalothrin,2,90,88
11167,1,0,Lamba-Cyhalothrin,2,210,86
11168,1,0,Chlormequat,1,100,95
11169,0,0,Amidosulfuron,1,139,98
11170,0,1,Chlormequat,2,176,88
11171,1,1,Lamba-Cyhalothrin,1,114,81
11172,0,1,Chlormequat,3,172,92
11173,1,0,Lamba-Cyhalothrin,3,109,95
11174,0,0,Lamba-Cyhalothrin,1,113,97
11175,1,0,Chlormequat,3,95,82
11176,1,0,Lamba-Cyhalothrin,3,97,94
11177,0,0,Lamba-Cyhalothrin,1,216,89
11178,0,0,Amidosulfuron,3,191,93
11179,0,0,Amidosulfuron,3,87,99
11180,1,0,Chlormequat,1,217,88
11181,0,0,Chlormequat,2,130,84
11182,1,0,Amidosulfuron,1,158,93
11183,0,0,Lamba-Cyhalothrin,3,259,87
11184,1,0,Lamba-Cyhalothrin,1,242,96
11185,1,1,Lamba-Cyhalothrin,3,65,99
11186,1,1,Lamba-Cyhalothrin,3,280,84
11187,1,1,Chlormequat,2,247,80
11188,1,0,Lamba-Cyhalothrin,2,237,83
11189,1,1,Lamba-Cyhalothrin,2,200,84
11190,0,1,Amidosulfuron,1,170,87
11191,0,0,Chlormequat,1,84,88
11192,1,1,Lamba-Cyhalothrin,1,173,87
11193,0,0,Chlormequat,2,166,92
11194,1,0,Chlormequat,1,251,91
11195,1,0,Amidosulfuron,1,247,98
11196,0,1,Lamba-Cyhalothrin,1,178,98
11197,1,1,Amidosulfuron,3,166,90
11198,1,0,Lamba-Cyhalothrin,2,177,81
11199,1,0,Amidosulfuron,1,151,85
11200,1,0,Amidosulfuron,2,143,84
11201,0,0,Chlormequat,2,257,84
11202,1,1,Lamba-Cyhalothrin,2,258,90
11203,0,1,Amidosulfuron,2,195,88
11204,1,0,Chlormequat,3,65,91
11205,1,0,Chlormequat,3,291,97
11206,0,1,Chlormequat,3,76,86
11207,1,0,Chlormequat,3,74,96
11208,0,1,Chlormequat,1,188,92
11209,0,1,Chlormequat,3,280,87
11210,1,0,Lamba-Cyhalothrin,1,215,81
11211,0,1,Lamba-Cyhalothrin,1,194,85
11212,0,0,Chlormequat,2,255,99
11213,1,0,Chlormequat,2,99,89
11214,0,1,Lamba-Cyhalothrin,2,66,87
11215,0,1,Chlormequat,1,186,88
11216,1,1,Lamba-Cyhalothrin,1,211,84
11217,1,0,Amidosulfuron,1,193,90
11218,0,1,Chlormequat,1,285,87
11219,0,1,Lamba-Cyhalothrin,2,130,98
11220,0,1,Chlormequat,1,242,82
11221,1,0,Lamba-Cyhalothrin,2,241,99
11222,1,0,Chlormequat,2,275,99
11223,1,1,Amidosulfuron,3,163,96
11224,0,0,Amidosulfuron,2,96,95
11225,1,0,Chlormequat,2,290,90
11226,0,0,Chlormequat,1,188,87
11227,1,0,Amidosulfuron,3,178,80
11228,0,0,Chlormequat,3,192,97
11229,0,1,Lamba-Cyhalothrin,1,189,85
11230,1,0,Amidosulfuron,3,256,93
11231,0,0,Chlormequat,2,253,84
11232,0,0,Lamba-Cyhalothrin,3,290,80
11233,1,1,Amidosulfuron,3,153,95
11234,0,0,Chlormequat,1,62,86
11235,0,1,Lamba-Cyhalothrin,1,234,90
11236,0,0,Amidosulfuron,2,253,87
11237,1,0,Amidosulfuron,1,291,83
11238,1,0,Chlormequat,3,210,93
11239,0,1,Lamba-Cyhalothrin,2,166,84
11240,0,0,Amidosulfuron,1,106,96
11241,1,1,Amidosulfuron,3,186,90
11242,0,0,Lamba-Cyhalothrin,1,151,85
11243,1,0,Amidosulfuron,3,242,80
11244,1,1,Amidosulfuron,1,139,86
11245,0,0,Lamba-Cyhalothrin,1,240,82
11246,0,1,Lamba-Cyhalothrin,3,102,98
11247,0,1,Chlormequat,3,250,84
11248,0,0,Amidosulfuron,3,89,94
11249,1,1,Amidosulfuron,3,116,96
11250,1,1,Amidosulfuron,1,257,82
11251,1,0,Chlormequat,3,189,83
11252,1,0,Lamba-Cyhalothrin,3,231,96
11253,0,0,Amidosulfuron,2,250,89
11254,1,1,Amidosulfuron,1,260,93
11255,1,0,Chlormequat,3,289,96
11256,0,1,Lamba-Cyhalothrin,3,63,99
11257,0,0,Amidosulfuron,2,235,80
11258,0,1,Amidosulfuron,2,127,83
11259,0,1,Amidosulfuron,1,144,90
11260,1,0,Chlormequat,1,203,99
11261,0,1,Amidosulfuron,3,215,92
11262,1,0,Amidosulfuron,3,119,85
11263,0,1,Chlormequat,2,61,84
11264,0,0,Amidosulfuron,3,142,82
11265,0,0,Amidosulfuron,3,251,97
11266,0,1,Chlormequat,2,250,82
11267,0,1,Chlormequat,2,238,80
11268,1,0,Chlormequat,3,236,88
11269,0,0,Chlormequat,3,285,91
11270,0,0,Amidosulfuron,1,243,93
11271,0,1,Amidosulfuron,1,82,84
11272,0,1,Lamba-Cyhalothrin,3,161,90
11273,0,1,Lamba-Cyhalothrin,2,255,93
11274,1,0,Amidosulfuron,3,80,93
11275,1,0,Amidosulfuron,2,255,88
11276,1,0,Chlormequat,1,121,88
11277,0,1,Amidosulfuron,1,211,89
11278,1,0,Amidosulfuron,3,229,95
11279,1,1,Chlormequat,2,143,97
11280,0,0,Lamba-Cyhalothrin,3,130,98
11281,0,1,Lamba-Cyhalothrin,3,204,81
11282,0,0,Amidosulfuron,1,297,83
11283,0,0,Lamba-Cyhalothrin,3,88,84
11284,0,1,Chlormequat,3,289,93
11285,0,0,Amidosulfuron,2,213,84
11286,0,0,Amidosulfuron,1,191,88
11287,1,1,Amidosulfuron,3,177,83
11288,0,1,Chlormequat,1,193,82
11289,0,0,Amidosulfuron,1,122,90
11290,0,0,Amidosulfuron,3,176,99
11291,0,0,Amidosulfuron,1,244,95
11292,0,0,Chlormequat,3,139,93
11293,1,1,Amidosulfuron,3,204,97
11294,1,1,Chlormequat,2,293,93
11295,0,1,Chlormequat,2,75,93
11296,0,1,Chlormequat,1,121,86
11297,0,1,Chlormequat,2,204,82
11298,0,0,Lamba-Cyhalothrin,1,118,97
11299,1,0,Lamba-Cyhalothrin,2,214,80
11300,1,1,Chlormequat,2,189,99
11301,0,1,Chlormequat,3,221,96
11302,1,0,Chlormequat,1,214,96
11303,0,0,Lamba-Cyhalothrin,2,298,98
11304,0,0,Amidosulfuron,2,252,98
11305,1,1,Amidosulfuron,2,93,80
11306,0,1,Amidosulfuron,1,84,97
11307,0,0,Chlormequat,3,117,98
11308,0,1,Chlormequat,1,126,93
11309,1,1,Chlormequat,1,104,91
11310,1,0,Chlormequat,3,172,81
11311,1,1,Lamba-Cyhalothrin,1,173,93
11312,1,1,Amidosulfuron,2,282,88
11313,1,1,Lamba-Cyhalothrin,3,138,82
11314,0,1,Chlormequat,3,154,82
11315,0,0,Chlormequat,1,295,80
11316,0,1,Lamba-Cyhalothrin,3,168,96
11317,1,0,Amidosulfuron,1,253,97
11318,0,1,Amidosulfuron,1,241,96
11319,0,0,Amidosulfuron,1,218,95
11320,1,0,Amidosulfuron,1,130,84
11321,1,0,Amidosulfuron,2,285,81
11322,0,1,Chlormequat,3,286,84
11323,1,0,Chlormequat,1,285,96
11324,1,1,Chlormequat,3,274,84
11325,0,0,Chlormequat,2,112,86
11326,0,1,Lamba-Cyhalothrin,1,235,96
11327,1,1,Amidosulfuron,2,192,93
11328,0,0,Lamba-Cyhalothrin,1,192,99
11329,1,0,Amidosulfuron,2,215,94
11330,0,0,Lamba-Cyhalothrin,3,224,84
11331,0,1,Chlormequat,2,261,87
11332,0,1,Amidosulfuron,1,232,83
11333,0,1,Lamba-Cyhalothrin,2,84,81
11334,0,1,Amidosulfuron,3,105,92
11335,1,0,Lamba-Cyhalothrin,3,126,91
11336,0,0,Amidosulfuron,1,264,93
11337,1,0,Chlormequat,3,195,93
11338,1,0,Amidosulfuron,2,264,90
11339,1,0,Amidosulfuron,3,74,94
11340,1,1,Amidosulfuron,2,237,96
11341,0,1,Chlormequat,2,118,88
11342,0,0,Amidosulfuron,1,272,98
11343,1,1,Chlormequat,2,233,84
11344,1,1,Lamba-Cyhalothrin,2,238,81
11345,0,1,Lamba-Cyhalothrin,1,263,89
11346,0,1,Lamba-Cyhalothrin,1,91,89
11347,1,1,Lamba-Cyhalothrin,2,226,93
11348,0,0,Amidosulfuron,3,277,87
11349,1,0,Lamba-Cyhalothrin,3,224,95
11350,0,0,Lamba-Cyhalothrin,2,106,98
11351,1,0,Chlormequat,3,149,97
11352,0,1,Lamba-Cyhalothrin,2,269,87
11353,1,1,Lamba-Cyhalothrin,1,99,89
11354,0,1,Lamba-Cyhalothrin,3,282,88
11355,1,0,Amidosulfuron,1,141,98
11356,0,1,Lamba-Cyhalothrin,1,126,93
11357,1,0,Lamba-Cyhalothrin,3,212,91
11358,0,1,Amidosulfuron,1,109,95
11359,1,1,Chlormequat,3,182,85
11360,1,1,Lamba-Cyhalothrin,2,271,94
11361,0,1,Lamba-Cyhalothrin,1,184,87
11362,1,1,Amidosulfuron,2,121,84
11363,1,1,Chlormequat,1,143,85
11364,1,1,Chlormequat,1,285,92
11365,1,1,Chlormequat,3,146,80
11366,0,0,Amidosulfuron,3,209,94
11367,1,0,Lamba-Cyhalothrin,2,172,89
11368,1,1,Lamba-Cyhalothrin,1,171,81
11369,0,0,Amidosulfuron,3,280,99
11370,1,1,Amidosulfuron,2,109,80
11371,1,0,Chlormequat,3,223,95
11372,1,0,Chlormequat,1,125,82
11373,0,1,Lamba-Cyhalothrin,1,82,97
11374,1,0,Chlormequat,1,255,84
11375,1,0,Amidosulfuron,3,186,83
11376,0,1,Amidosulfuron,1,199,95
11377,1,1,Lamba-Cyhalothrin,3,278,83
11378,1,0,Amidosulfuron,2,95,93
11379,1,0,Chlormequat,3,145,89
11380,1,0,Lamba-Cyhalothrin,3,84,96
11381,0,1,Amidosulfuron,1,232,92
11382,1,0,Amidosulfuron,1,70,91
11383,1,1,Lamba-Cyhalothrin,2,196,93
11384,0,0,Chlormequat,3,202,84
11385,0,1,Lamba-Cyhalothrin,1,219,83
11386,1,0,Amidosulfuron,3,135,90
11387,0,1,Lamba-Cyhalothrin,2,243,99
11388,1,0,Amidosulfuron,3,90,91
11389,0,1,Amidosulfuron,3,155,95
11390,0,1,Lamba-Cyhalothrin,1,65,92
11391,1,0,Lamba-Cyhalothrin,1,175,86
11392,0,1,Lamba-Cyhalothrin,3,98,81
11393,0,1,Chlormequat,1,270,80
11394,1,1,Chlormequat,2,288,80
11395,0,1,Amidosulfuron,2,257,93
11396,0,1,Amidosulfuron,3,214,97
11397,1,0,Lamba-Cyhalothrin,3,174,89
11398,0,1,Amidosulfuron,2,178,91
11399,0,1,Lamba-Cyhalothrin,3,213,86
11400,1,1,Lamba-Cyhalothrin,3,288,97
11401,1,1,Lamba-Cyhalothrin,3,90,80
11402,1,0,Amidosulfuron,2,295,87
11403,0,0,Lamba-Cyhalothrin,2,231,95
11404,1,1,Amidosulfuron,1,160,84
11405,0,1,Lamba-Cyhalothrin,2,171,97
11406,0,0,Amidosulfuron,2,264,85
11407,0,0,Chlormequat,2,109,87
11408,0,0,Amidosulfuron,2,159,83
11409,1,0,Amidosulfuron,2,201,94
11410,0,1,Amidosulfuron,1,263,84
11411,0,1,Lamba-Cyhalothrin,2,98,94
11412,1,1,Chlormequat,3,128,84
11413,0,1,Chlormequat,2,273,80
11414,1,0,Lamba-Cyhalothrin,2,189,88
11415,1,1,Amidosulfuron,1,62,85
11416,1,1,Chlormequat,2,239,89
11417,1,0,Amidosulfuron,2,191,83
11418,0,1,Amidosulfuron,1,185,83
11419,0,0,Amidosulfuron,2,276,89
11420,1,1,Lamba-Cyhalothrin,1,277,95
11421,1,0,Lamba-Cyhalothrin,3,247,94
11422,0,1,Lamba-Cyhalothrin,3,161,99
11423,0,1,Lamba-Cyhalothrin,2,256,84
11424,1,0,Amidosulfuron,2,195,84
11425,0,1,Amidosulfuron,2,188,83
11426,1,1,Chlormequat,2,245,84
11427,1,1,Chlormequat,2,271,88
11428,0,1,Chlormequat,3,244,86
11429,0,1,Chlormequat,3,185,80
11430,1,0,Chlormequat,2,280,90
11431,0,1,Chlormequat,2,97,96
11432,1,1,Amidosulfuron,3,206,87
11433,0,1,Amidosulfuron,1,154,96
11434,1,1,Chlormequat,3,278,92
11435,1,1,Amidosulfuron,3,61,90
11436,1,1,Lamba-Cyhalothrin,3,156,97
11437,1,1,Chlormequat,2,259,85
11438,0,1,Amidosulfuron,3,147,84
11439,0,0,Amidosulfuron,1,279,85
11440,1,0,Lamba-Cyhalothrin,3,268,81
11441,0,0,Chlormequat,2,181,96
11442,0,0,Lamba-Cyhalothrin,3,234,89
11443,1,0,Amidosulfuron,3,181,80
11444,0,1,Chlormequat,2,236,95
11445,0,1,Amidosulfuron,1,177,85
11446,1,1,Lamba-Cyhalothrin,1,67,98
11447,1,1,Chlormequat,3,118,99
11448,1,0,Chlormequat,1,64,96
11449,1,0,Lamba-Cyhalothrin,1,77,97
11450,1,0,Amidosulfuron,1,292,86
11451,0,1,Amidosulfuron,3,125,87
11452,1,1,Lamba-Cyhalothrin,3,145,88
11453,1,0,Chlormequat,1,187,83
11454,0,0,Lamba-Cyhalothrin,1,141,96
11455,0,1,Amidosulfuron,2,105,88
11456,0,1,Chlormequat,1,272,85
11457,0,0,Lamba-Cyhalothrin,3,259,97
11458,1,1,Chlormequat,1,163,87
11459,1,1,Chlormequat,1,211,83
11460,1,0,Chlormequat,3,220,82
11461,0,1,Lamba-Cyhalothrin,2,190,90
11462,0,1,Amidosulfuron,2,62,98
11463,1,0,Amidosulfuron,1,266,80
11464,0,1,Chlormequat,2,164,80
11465,1,0,Lamba-Cyhalothrin,1,230,92
11466,1,1,Amidosulfuron,1,229,81
11467,1,1,Lamba-Cyhalothrin,2,234,87
11468,0,1,Chlormequat,1,87,96
11469,1,0,Amidosulfuron,3,230,90
11470,1,0,Amidosulfuron,1,232,90
11471,0,0,Amidosulfuron,1,297,96
11472,0,1,Chlormequat,1,294,95
11473,1,1,Amidosulfuron,2,94,89
11474,1,0,Lamba-Cyhalothrin,2,64,90
11475,0,0,Chlormequat,3,93,99
11476,0,1,Amidosulfuron,3,238,85
11477,1,1,Chlormequat,2,220,92
11478,1,1,Chlormequat,2,128,84
11479,0,0,Chlormequat,1,68,97
11480,1,0,Chlormequat,3,208,88
11481,0,1,Amidosulfuron,2,289,84
11482,1,0,Amidosulfuron,1,132,91
11483,1,1,Chlormequat,3,222,86
11484,0,1,Lamba-Cyhalothrin,1,226,91
11485,0,0,Lamba-Cyhalothrin,1,171,91
11486,1,0,Amidosulfuron,2,108,96
11487,0,0,Lamba-Cyhalothrin,1,293,91
11488,0,1,Amidosulfuron,1,86,80
11489,1,0,Amidosulfuron,3,269,95
11490,0,0,Amidosulfuron,3,235,91
11491,1,0,Amidosulfuron,3,262,91
11492,0,1,Lamba-Cyhalothrin,1,180,92
11493,0,0,Lamba-Cyhalothrin,1,140,92
11494,1,1,Lamba-Cyhalothrin,3,176,98
11495,0,0,Chlormequat,1,121,80
11496,1,1,Amidosulfuron,1,144,99
11497,0,0,Lamba-Cyhalothrin,1,164,93
11498,1,0,Amidosulfuron,1,237,88
11499,0,0,Amidosulfuron,2,123,82
11500,1,1,Chlormequat,3,218,87
11501,1,1,Chlormequat,2,222,85
11502,0,1,Chlormequat,3,96,84
11503,0,0,Chlormequat,2,93,98
11504,0,1,Amidosulfuron,2,130,95
11505,1,0,Chlormequat,2,96,93
11506,1,1,Chlormequat,2,190,87
11507,0,0,Lamba-Cyhalothrin,1,71,98
11508,0,0,Chlormequat,2,193,88
11509,1,0,Chlormequat,1,128,85
11510,0,0,Lamba-Cyhalothrin,3,165,97
11511,0,1,Chlormequat,1,261,99
11512,1,1,Amidosulfuron,3,275,85
11513,1,0,Lamba-Cyhalothrin,3,98,80
11514,0,0,Chlormequat,1,279,83
11515,0,0,Lamba-Cyhalothrin,1,106,93
11516,0,1,Chlormequat,3,127,92
11517,1,1,Chlormequat,3,251,89
11518,1,0,Chlormequat,1,202,82
11519,1,1,Lamba-Cyhalothrin,3,70,94
11520,1,1,Lamba-Cyhalothrin,3,228,83
11521,0,1,Lamba-Cyhalothrin,3,284,95
11522,0,1,Chlormequat,2,111,81
11523,1,1,Amidosulfuron,1,219,97
11524,0,1,Amidosulfuron,2,72,94
11525,1,1,Chlormequat,2,196,94
11526,0,1,Lamba-Cyhalothrin,2,149,85
11527,1,1,Chlormequat,1,182,89
11528,0,1,Amidosulfuron,1,219,99
11529,1,1,Lamba-Cyhalothrin,3,288,86
11530,0,1,Amidosulfuron,1,272,95
11531,1,1,Amidosulfuron,3,258,92
11532,1,0,Lamba-Cyhalothrin,2,63,83
11533,1,1,Chlormequat,2,189,99
11534,0,0,Amidosulfuron,1,77,91
11535,0,0,Lamba-Cyhalothrin,1,109,81
11536,0,0,Amidosulfuron,1,67,95
11537,1,0,Amidosulfuron,3,146,92
11538,0,1,Lamba-Cyhalothrin,3,249,85
11539,1,0,Chlormequat,1,250,91
11540,1,0,Chlormequat,1,87,90
11541,0,0,Lamba-Cyhalothrin,2,165,87
11542,1,0,Amidosulfuron,1,129,80
11543,1,0,Lamba-Cyhalothrin,3,140,81
11544,0,1,Chlormequat,1,103,90
11545,1,0,Amidosulfuron,2,259,88
11546,1,0,Lamba-Cyhalothrin,1,164,85
11547,1,1,Chlormequat,3,110,83
11548,1,0,Chlormequat,1,131,83
11549,0,0,Chlormequat,2,282,90
11550,0,1,Lamba-Cyhalothrin,3,80,83
11551,1,0,Amidosulfuron,3,252,98
11552,1,0,Chlormequat,2,184,86
11553,1,1,Lamba-Cyhalothrin,3,81,80
11554,1,0,Chlormequat,3,145,97
11555,0,1,Chlormequat,2,242,93
11556,0,1,Lamba-Cyhalothrin,3,75,95
11557,0,1,Chlormequat,3,144,99
11558,1,1,Lamba-Cyhalothrin,1,289,95
11559,0,0,Lamba-Cyhalothrin,2,195,96
11560,0,0,Amidosulfuron,2,65,97
11561,1,0,Amidosulfuron,2,238,84
11562,0,0,Chlormequat,3,185,94
11563,1,0,Lamba-Cyhalothrin,2,89,93
11564,1,1,Amidosulfuron,2,136,81
11565,1,1,Chlormequat,1,167,94
11566,0,1,Lamba-Cyhalothrin,2,247,98
11567,0,0,Chlormequat,2,87,97
11568,0,1,Lamba-Cyhalothrin,3,176,85
11569,0,0,Lamba-Cyhalothrin,3,75,95
11570,1,1,Amidosulfuron,2,224,88
11571,1,1,Chlormequat,3,204,82
11572,0,0,Amidosulfuron,3,174,90
11573,1,0,Chlormequat,3,166,91
11574,0,1,Amidosulfuron,2,150,97
11575,0,0,Lamba-Cyhalothrin,3,284,92
11576,0,0,Amidosulfuron,1,254,99
11577,1,0,Amidosulfuron,2,110,96
11578,1,0,Amidosulfuron,1,115,80
11579,0,1,Amidosulfuron,3,154,84
11580,1,0,Chlormequat,2,231,94
11581,1,1,Lamba-Cyhalothrin,1,124,99
11582,0,1,Amidosulfuron,2,173,89
11583,1,1,Lamba-Cyhalothrin,3,233,97
11584,0,1,Lamba-Cyhalothrin,1,265,86
11585,1,0,Amidosulfuron,3,249,89
11586,1,1,Lamba-Cyhalothrin,1,284,97
11587,1,1,Amidosulfuron,2,165,98
11588,0,1,Lamba-Cyhalothrin,1,294,93
11589,1,0,Amidosulfuron,1,226,86
11590,0,0,Lamba-Cyhalothrin,2,77,84
11591,0,0,Amidosulfuron,1,69,95
11592,1,0,Lamba-Cyhalothrin,3,231,93
11593,1,1,Chlormequat,1,87,94
11594,1,0,Lamba-Cyhalothrin,1,267,93
11595,0,0,Amidosulfuron,2,114,95
11596,0,1,Amidosulfuron,1,63,80
11597,0,1,Amidosulfuron,3,68,92
11598,0,1,Amidosulfuron,3,71,92
11599,1,0,Chlormequat,1,101,87
11600,0,1,Chlormequat,2,199,89
11601,0,0,Lamba-Cyhalothrin,2,158,80
11602,0,1,Lamba-Cyhalothrin,1,244,82
11603,0,1,Chlormequat,1,81,85
11604,1,1,Chlormequat,3,60,83
11605,1,1,Amidosulfuron,1,288,98
11606,1,1,Amidosulfuron,3,203,97
11607,1,0,Chlormequat,2,280,82
11608,1,0,Chlormequat,2,194,89
11609,1,0,Chlormequat,1,90,88
11610,1,0,Chlormequat,3,118,82
11611,0,0,Lamba-Cyhalothrin,2,64,99
11612,0,1,Lamba-Cyhalothrin,1,78,86
11613,0,1,Lamba-Cyhalothrin,3,256,84
11614,1,1,Amidosulfuron,1,245,95
11615,0,0,Chlormequat,1,106,83
11616,1,1,Lamba-Cyhalothrin,2,241,87
11617,0,0,Lamba-Cyhalothrin,1,254,80
11618,0,1,Chlormequat,2,183,91
11619,1,1,Amidosulfuron,3,172,99
11620,0,1,Chlormequat,2,78,86
11621,0,1,Chlormequat,3,128,98
11622,0,1,Amidosulfuron,2,71,94
11623,1,1,Lamba-Cyhalothrin,2,185,80
11624,0,0,Amidosulfuron,1,192,93
11625,0,0,Amidosulfuron,1,228,84
11626,1,0,Chlormequat,1,65,93
11627,1,1,Amidosulfuron,3,234,82
11628,1,1,Amidosulfuron,1,213,86
11629,1,0,Lamba-Cyhalothrin,2,272,84
11630,1,1,Chlormequat,1,165,83
11631,1,1,Amidosulfuron,3,238,85
11632,1,0,Lamba-Cyhalothrin,3,155,97
11633,0,1,Amidosulfuron,1,191,87
11634,1,0,Chlormequat,2,285,99
11635,0,0,Amidosulfuron,3,198,81
11636,1,0,Lamba-Cyhalothrin,3,186,95
11637,0,0,Lamba-Cyhalothrin,3,262,86
11638,0,1,Chlormequat,2,166,89
11639,1,0,Chlormequat,2,120,95
11640,0,1,Amidosulfuron,3,161,83
11641,0,0,Lamba-Cyhalothrin,3,79,96
11642,0,0,Chlormequat,3,79,82
11643,0,1,Amidosulfuron,3,71,88
11644,1,1,Chlormequat,1,166,91
11645,1,1,Chlormequat,2,139,92
11646,1,1,Amidosulfuron,1,256,99
11647,0,1,Amidosulfuron,1,241,96
11648,1,0,Lamba-Cyhalothrin,1,244,99
11649,0,0,Lamba-Cyhalothrin,3,195,96
11650,0,0,Lamba-Cyhalothrin,3,170,83
11651,1,1,Amidosulfuron,1,64,94
11652,1,1,Amidosulfuron,2,165,86
11653,1,1,Chlormequat,1,137,93
11654,1,0,Amidosulfuron,3,282,96
11655,0,1,Lamba-Cyhalothrin,3,235,95
11656,0,0,Lamba-Cyhalothrin,1,154,85
11657,1,1,Chlormequat,2,188,91
11658,0,0,Amidosulfuron,3,191,87
11659,1,1,Lamba-Cyhalothrin,2,120,87
11660,0,1,Amidosulfuron,1,220,95
11661,0,0,Amidosulfuron,2,94,89
11662,0,0,Amidosulfuron,2,161,96
11663,1,0,Lamba-Cyhalothrin,2,69,80
11664,0,1,Chlormequat,1,219,80
11665,0,0,Amidosulfuron,3,178,99
11666,1,0,Lamba-Cyhalothrin,2,255,85
11667,1,1,Chlormequat,1,98,88
11668,1,0,Chlormequat,1,119,86
11669,1,0,Lamba-Cyhalothrin,1,94,88
11670,1,1,Chlormequat,2,92,99
11671,1,1,Chlormequat,3,287,85
11672,1,0,Chlormequat,1,295,83
11673,1,0,Chlormequat,3,159,90
11674,1,1,Lamba-Cyhalothrin,3,270,89
11675,1,1,Amidosulfuron,2,183,90
11676,1,1,Lamba-Cyhalothrin,1,248,94
11677,0,0,Lamba-Cyhalothrin,2,90,84
11678,0,0,Chlormequat,2,214,84
11679,0,0,Lamba-Cyhalothrin,2,95,81
11680,0,0,Chlormequat,1,89,95
11681,1,0,Lamba-Cyhalothrin,1,286,89
11682,0,0,Chlormequat,3,104,91
11683,0,0,Chlormequat,3,92,83
11684,1,1,Chlormequat,1,267,81
11685,0,0,Lamba-Cyhalothrin,2,68,80
11686,1,0,Chlormequat,3,166,83
11687,1,1,Chlormequat,2,72,98
11688,1,0,Amidosulfuron,3,81,83
11689,1,0,Amidosulfuron,2,187,84
11690,1,1,Amidosulfuron,3,270,91
11691,1,0,Chlormequat,2,229,90
11692,0,0,Lamba-Cyhalothrin,2,204,98
11693,1,0,Chlormequat,1,157,81
11694,1,1,Lamba-Cyhalothrin,1,240,92
11695,0,1,Lamba-Cyhalothrin,1,87,95
11696,1,0,Amidosulfuron,2,249,93
11697,1,0,Lamba-Cyhalothrin,2,250,98
11698,1,1,Amidosulfuron,1,298,85
11699,1,0,Amidosulfuron,1,183,92
11700,1,1,Lamba-Cyhalothrin,1,86,97
11701,0,1,Lamba-Cyhalothrin,2,268,84
11702,0,1,Lamba-Cyhalothrin,2,77,80
11703,0,1,Chlormequat,2,117,88
11704,0,0,Lamba-Cyhalothrin,3,86,90
11705,1,0,Lamba-Cyhalothrin,3,111,92
11706,1,1,Lamba-Cyhalothrin,2,262,83
11707,1,0,Lamba-Cyhalothrin,2,223,83
11708,0,1,Lamba-Cyhalothrin,2,210,99
11709,1,0,Lamba-Cyhalothrin,2,188,80
11710,0,1,Lamba-Cyhalothrin,2,173,89
11711,0,1,Lamba-Cyhalothrin,3,64,84
11712,1,1,Lamba-Cyhalothrin,2,108,83
11713,1,1,Amidosulfuron,2,60,95
11714,1,1,Chlormequat,3,80,86
11715,0,1,Amidosulfuron,2,254,91
11716,0,1,Lamba-Cyhalothrin,1,260,97
11717,0,1,Amidosulfuron,2,221,90
11718,0,0,Chlormequat,1,196,80
11719,0,0,Amidosulfuron,1,72,89
11720,0,1,Chlormequat,2,255,85
11721,0,1,Lamba-Cyhalothrin,3,209,82
11722,0,1,Amidosulfuron,2,172,96
11723,0,0,Amidosulfuron,1,193,90
11724,1,1,Lamba-Cyhalothrin,3,190,96
11725,0,1,Amidosulfuron,3,162,95
11726,0,0,Lamba-Cyhalothrin,1,188,81
11727,1,1,Amidosulfuron,2,168,94
11728,1,1,Chlormequat,3,191,83
11729,0,1,Lamba-Cyhalothrin,2,210,80
11730,1,0,Amidosulfuron,3,225,99
11731,0,1,Amidosulfuron,1,260,98
11732,1,0,Lamba-Cyhalothrin,2,287,82
11733,0,0,Lamba-Cyhalothrin,3,171,92
11734,1,0,Amidosulfuron,3,247,81
11735,0,0,Chlormequat,2,157,95
11736,1,1,Amidosulfuron,3,116,88
11737,1,0,Chlormequat,3,114,99
11738,1,1,Amidosulfuron,2,169,96
11739,0,0,Amidosulfuron,1,222,86
11740,0,1,Lamba-Cyhalothrin,3,259,97
11741,1,1,Amidosulfuron,3,241,80
11742,0,0,Lamba-Cyhalothrin,2,176,86
11743,0,1,Lamba-Cyhalothrin,1,98,81
11744,0,1,Lamba-Cyhalothrin,3,113,96
11745,1,0,Lamba-Cyhalothrin,2,124,85
11746,1,0,Amidosulfuron,2,154,82
11747,0,0,Lamba-Cyhalothrin,2,130,80
11748,1,0,Amidosulfuron,3,294,84
11749,1,0,Chlormequat,3,142,88
11750,0,1,Chlormequat,2,258,82
11751,1,0,Chlormequat,2,271,88
11752,1,1,Chlormequat,1,169,93
11753,1,0,Amidosulfuron,1,100,89
11754,0,0,Lamba-Cyhalothrin,2,287,98
11755,1,0,Lamba-Cyhalothrin,1,294,86
11756,1,0,Amidosulfuron,3,136,93
11757,0,1,Lamba-Cyhalothrin,2,239,85
11758,0,0,Chlormequat,1,186,97
11759,1,0,Amidosulfuron,2,230,85
11760,0,0,Amidosulfuron,3,63,82
11761,1,0,Lamba-Cyhalothrin,3,126,94
